date;year;month;prod_brand;category;subcategory;tags; prod_unit_price ;prod_units
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;3990,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;2300,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;3890,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;3690,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;6590,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;5390,00;Unidades
9/07/2019;2019;7;HEINZ;Supermercado;Despensa;Salsas y vinagres;3690,00;Unidades
9/07/2019;2019;7;CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;7590,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;2790,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;3490,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;4790,00;Unidades
9/07/2019;2019;7;KNORR;Supermercado;Despensa;Salsas y vinagres;2690,00;Unidades
9/07/2019;2019;7;KNORR;Supermercado;Despensa;Salsas y vinagres;2690,00;Unidades
9/07/2019;2019;7;KNORR;Supermercado;Despensa;Salsas y vinagres;2690,00;Unidades
9/07/2019;2019;7;KNORR;Supermercado;Despensa;Salsas y vinagres;2690,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;5590,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;4890,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;5190,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;6590,00;Unidades
9/07/2019;2019;7;COLMANS;Supermercado;Despensa;Salsas y vinagres;2990,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;3690,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;4390,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;5190,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;2990,00;Unidades
9/07/2019;2019;7;MAE PLOY;Supermercado;Despensa;Salsas y vinagres;2590,00;Unidades
9/07/2019;2019;7;MAE PLOY;Supermercado;Despensa;Salsas y vinagres;2390,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;4490,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;5990,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;3690,00;Unidades
9/07/2019;2019;7;ARCOR;Supermercado;Despensa;Salsas y vinagres;5190,00;Unidades
9/07/2019;2019;7;AZTECA;Supermercado;Despensa;Salsas y vinagres;5190,00;Unidades
9/07/2019;2019;7;MAGGI;Supermercado;Despensa;Salsas y vinagres;2790,00;Unidades
9/07/2019;2019;7;MAGGI;Supermercado;Despensa;Salsas y vinagres;2690,00;Unidades
9/07/2019;2019;7;MAGGI;Supermercado;Despensa;Salsas y vinagres;3090,00;Unidades
9/07/2019;2019;7;MAGGI;Supermercado;Despensa;Salsas y vinagres;2690,00;Unidades
9/07/2019;2019;7;MAGGI;Supermercado;Despensa;Salsas y vinagres;2990,00;Unidades
9/07/2019;2019;7;MAGGI;Supermercado;Despensa;Salsas y vinagres;2890,00;Unidades
9/07/2019;2019;7;MAGGI;Supermercado;Despensa;Salsas y vinagres;2890,00;Unidades
9/07/2019;2019;7;AZTECA;Supermercado;Despensa;Salsas y vinagres;5590,00;Unidades
9/07/2019;2019;7;ADEREZOS;Supermercado;Despensa;Salsas y vinagres;4290,00;Unidades
9/07/2019;2019;7;ADEREZOS;Supermercado;Despensa;Salsas y vinagres;4990,00;Unidades
9/07/2019;2019;7;ADEREZOS;Supermercado;Despensa;Salsas y vinagres;5790,00;Unidades
9/07/2019;2019;7;ADEREZOS;Supermercado;Despensa;Salsas y vinagres;3890,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;4190,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;3690,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;5990,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;3590,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;6590,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;4390,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;4490,00;Unidades
9/07/2019;2019;7;HEINZ;Supermercado;Despensa;Salsas y vinagres;4390,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;3890,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;3890,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;4590,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;3390,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;5990,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;3290,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;3090,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;4190,00;Unidades
9/07/2019;2019;7;LA COSTENA;Supermercado;Despensa;Salsas y vinagres;1890,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;5390,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;2990,00;Unidades
9/07/2019;2019;7;HEINZ;Supermercado;Despensa;Salsas y vinagres;4090,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;4590,00;Unidades
9/07/2019;2019;7;CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;6590,00;Unidades
9/07/2019;2019;7;CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;6590,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Salsas y vinagres;3090,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Salsas y vinagres;2990,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Salsas y vinagres;3090,00;Unidades
9/07/2019;2019;7;AZTECA;Supermercado;Despensa;Salsas y vinagres;5990,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;2590,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;4590,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;4390,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;6390,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;3890,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;6190,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;4290,00;Unidades
9/07/2019;2019;7;LA COSTENA;Supermercado;Despensa;Salsas y vinagres;4990,00;Unidades
9/07/2019;2019;7;KNORR;Supermercado;Despensa;Salsas y vinagres;2690,00;Unidades
9/07/2019;2019;7;KNORR;Supermercado;Despensa;Salsas y vinagres;2690,00;Unidades
9/07/2019;2019;7;KNORR;Supermercado;Despensa;Salsas y vinagres;2690,00;Unidades
9/07/2019;2019;7;ALACENA;Supermercado;Despensa;Salsas y vinagres;3990,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;4090,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;5390,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;1950,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;2990,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;5990,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;3590,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;4090,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;4090,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;6590,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;3890,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;3590,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Despensa;Salsas y vinagres;4390,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;4990,00;Unidades
9/07/2019;2019;7;SAKURAHANA;Supermercado;Despensa;Salsas y vinagres;3190,00;Unidades
9/07/2019;2019;7;SAKURAHANA;Supermercado;Despensa;Salsas y vinagres;3690,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Despensa;Salsas y vinagres;2690,00;Unidades
9/07/2019;2019;7;MCCORMICK;Supermercado;Despensa;Salsas y vinagres;3590,00;Unidades
9/07/2019;2019;7;JBO MP;Supermercado;Despensa;Salsas y vinagres;3990,00;Unidades
9/07/2019;2019;7;JBO MP;Supermercado;Despensa;Salsas y vinagres;3590,00;Unidades
9/07/2019;2019;7;DE LA SELVA;Supermercado;Despensa;Salsas y vinagres;5790,00;Unidades
9/07/2019;2019;7;SAKURAHANA;Supermercado;Despensa;Salsas y vinagres;6390,00;Unidades
9/07/2019;2019;7;DE LA SELVA;Supermercado;Despensa;Salsas y vinagres;5790,00;Unidades
9/07/2019;2019;7;DE LA SELVA;Supermercado;Despensa;Salsas y vinagres;1850,00;Unidades
9/07/2019;2019;7;DE LA SELVA;Supermercado;Despensa;Salsas y vinagres;3190,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;4190,00;Unidades
9/07/2019;2019;7;COLMANS;Supermercado;Despensa;Salsas y vinagres;2390,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Despensa;Salsas y vinagres;4190,00;Unidades
9/07/2019;2019;7;REGIO;Supermercado;Despensa;Salsas y vinagres;1690,00;Unidades
9/07/2019;2019;7;HEINZ;Supermercado;Despensa;Salsas y vinagres;4190,00;Unidades
9/07/2019;2019;7;DE LA SELVA;Supermercado;Despensa;Salsas y vinagres;1950,00;Unidades
9/07/2019;2019;7;MAXIMA MP;Supermercado;Despensa;Salsas y vinagres;1490,00;Unidades
9/07/2019;2019;7;MAXIMA MP;Supermercado;Despensa;Salsas y vinagres;2590,00;Unidades
9/07/2019;2019;7;REGIO;Supermercado;Despensa;Salsas y vinagres;2050,00;Unidades
9/07/2019;2019;7;ADEREZOS;Supermercado;Despensa;Salsas y vinagres;5990,00;Unidades
9/07/2019;2019;7;SAKURAHANA;Supermercado;Despensa;Salsas y vinagres;6390,00;Unidades
9/07/2019;2019;7;SAKURAHANA;Supermercado;Despensa;Salsas y vinagres;4090,00;Unidades
9/07/2019;2019;7;MONTICELLO;Supermercado;Despensa;Pastas;5350,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;2790,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;2790,00;Unidades
9/07/2019;2019;7;CONZAZONI;Supermercado;Despensa;Pastas;6130,00;Unidades
9/07/2019;2019;7;MONTICELLO;Supermercado;Despensa;Pastas;5330,00;Unidades
9/07/2019;2019;7;CONZAZONI;Supermercado;Despensa;Pastas;6130,00;Unidades
9/07/2019;2019;7;CONZAZONI;Supermercado;Despensa;Pastas;6130,00;Unidades
9/07/2019;2019;7;MONTICELLO;Supermercado;Despensa;Pastas;5890,00;Unidades
9/07/2019;2019;7;NISSIN;Supermercado;Despensa;Pastas;2380,00;Unidades
9/07/2019;2019;7;MONTICELLO;Supermercado;Despensa;Pastas;5460,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;3560,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;2240,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;1670,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;7940,00;Unidades
9/07/2019;2019;7;MONTICELLO;Supermercado;Despensa;Pastas;5890,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;2850,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;2580,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;2790,00;Unidades
9/07/2019;2019;7;CONZAZONI;Supermercado;Despensa;Pastas;6130,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;2790,00;Unidades
9/07/2019;2019;7;NISSIN;Supermercado;Despensa;Pastas;2380,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;1670,00;Unidades
9/07/2019;2019;7;MONTICELLO;Supermercado;Despensa;Pastas;5460,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;2520,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;1650,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;3560,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;1670,00;Unidades
9/07/2019;2019;7;CONZAZONI;Supermercado;Despensa;Pastas;6130,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;3180,00;Unidades
9/07/2019;2019;7;MONTICELLO;Supermercado;Despensa;Pastas;6780,00;Unidades
9/07/2019;2019;7;CONZAZONI;Supermercado;Despensa;Pastas;5670,00;Unidades
9/07/2019;2019;7;SAN REMO;Supermercado;Despensa;Pastas;990,00;Unidades
9/07/2019;2019;7;SAN REMO;Supermercado;Despensa;Pastas;990,00;Unidades
9/07/2019;2019;7;COMARRICO;Supermercado;Despensa;Pastas;1650,00;Unidades
9/07/2019;2019;7;SAN REMO;Supermercado;Despensa;Pastas;990,00;Unidades
9/07/2019;2019;7;BARILLA;Supermercado;Despensa;Pastas;5590,00;Unidades
9/07/2019;2019;7;"CUISINE&CO;";Supermercado;Despensa;Pastas;3990,00;Unidades
9/07/2019;2019;7;LA MOLISANA;Supermercado;Despensa;Pastas;5990,00;Unidades
9/07/2019;2019;7;LA MOLISANA;Supermercado;Despensa;Pastas;9990,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;5790,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;2150,00;Unidades
9/07/2019;2019;7;SAN REMO;Supermercado;Despensa;Pastas;990,00;Unidades
9/07/2019;2019;7;KRAFT;Supermercado;Despensa;Pastas;3990,00;Unidades
9/07/2019;2019;7;KRAFT;Supermercado;Despensa;Pastas;7990,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;1550,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;2890,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;1550,00;Unidades
9/07/2019;2019;7;SAN REMO;Supermercado;Despensa;Pastas;990,00;Unidades
9/07/2019;2019;7;CONZAZONI;Supermercado;Despensa;Pastas;5390,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;2790,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;1750,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;1690,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;3090,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;1650,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;1650,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;2790,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;1650,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;1650,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;2890,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;3990,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;1490,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;2690,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;1690,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;2790,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;1650,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;1550,00;Unidades
9/07/2019;2019;7;COMARRICO;Supermercado;Despensa;Pastas;890,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;2390,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;1550,00;Unidades
9/07/2019;2019;7;CONZAZONI;Supermercado;Despensa;Pastas;6190,00;Unidades
9/07/2019;2019;7;SAN REMO;Supermercado;Despensa;Pastas;990,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;1550,00;Unidades
9/07/2019;2019;7;NISSIN;Supermercado;Despensa;Pastas;2590,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;6790,00;Unidades
9/07/2019;2019;7;EL DORADO;Supermercado;Despensa;Pastas;5190,00;Unidades
9/07/2019;2019;7;EL DORADO;Supermercado;Despensa;Pastas;5190,00;Unidades
9/07/2019;2019;7;EL DORADO;Supermercado;Despensa;Pastas;5190,00;Unidades
9/07/2019;2019;7;EL DORADO;Supermercado;Despensa;Pastas;6590,00;Unidades
9/07/2019;2019;7;EL DORADO;Supermercado;Despensa;Pastas;6590,00;Unidades
9/07/2019;2019;7;EL DORADO;Supermercado;Despensa;Pastas;5990,00;Unidades
9/07/2019;2019;7;EL DORADO;Supermercado;Despensa;Pastas;6590,00;Unidades
9/07/2019;2019;7;EL DORADO;Supermercado;Despensa;Pastas;5590,00;Unidades
9/07/2019;2019;7;EL DORADO;Supermercado;Despensa;Pastas;5390,00;Unidades
9/07/2019;2019;7;CONZAZONI;Supermercado;Despensa;Pastas;5390,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;1590,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;2590,00;Unidades
9/07/2019;2019;7;CONZAZONI;Supermercado;Despensa;Pastas;5390,00;Unidades
9/07/2019;2019;7;CONZAZONI;Supermercado;Despensa;Pastas;5590,00;Unidades
9/07/2019;2019;7;LA MOLISANA;Supermercado;Despensa;Pastas;4990,00;Unidades
9/07/2019;2019;7;LA MOLISANA;Supermercado;Despensa;Pastas;6390,00;Unidades
9/07/2019;2019;7;LA MOLISANA;Supermercado;Despensa;Pastas;6390,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;2790,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;2790,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;6190,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;2150,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;2450,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;3990,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;3790,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;1550,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;2790,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;3190,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;1520,00;Unidades
9/07/2019;2019;7;SAN REMO;Supermercado;Despensa;Pastas;990,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;1550,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;3190,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;2190,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;2190,00;Unidades
9/07/2019;2019;7;MONTICELLO;Supermercado;Despensa;Pastas;4790,00;Unidades
9/07/2019;2019;7;MONTICELLO;Supermercado;Despensa;Pastas;5790,00;Unidades
9/07/2019;2019;7;MONTICELLO;Supermercado;Despensa;Pastas;4800,00;Unidades
9/07/2019;2019;7;MONTICELLO;Supermercado;Despensa;Pastas;5190,00;Unidades
9/07/2019;2019;7;MONTICELLO;Supermercado;Despensa;Pastas;2890,00;Unidades
9/07/2019;2019;7;CONZAZONI;Supermercado;Despensa;Pastas;5590,00;Unidades
9/07/2019;2019;7;CONZAZONI;Supermercado;Despensa;Pastas;6390,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;6590,00;Unidades
9/07/2019;2019;7;SAN REMO;Supermercado;Despensa;Pastas;990,00;Unidades
9/07/2019;2019;7;NISSIN;Supermercado;Despensa;Pastas;2590,00;Unidades
9/07/2019;2019;7;CONZAZONI;Supermercado;Despensa;Pastas;5390,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;2390,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;3290,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;1590,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;4390,00;Unidades
9/07/2019;2019;7;LA MUNECA;Supermercado;Despensa;Pastas;2590,00;Unidades
9/07/2019;2019;7;DORIA;Supermercado;Despensa;Pastas;2050,00;Unidades
